"Crowdsourced data on dried cannabis expenditure, prices and use.",,,,,,,,,,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,,,,,,,,,
"All submissions are reported below, however, the associated Daily is based on the information without any outlier (Outlier = 0).",,,,,,,,,,,,,,,,
Statistics Canada applies a set of criteria on the price variable to determine whether a submission is an outlier (Outlier =1).,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at Birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
30/01/2018,168,14,12,1,Medicate - with a medical document,Daily,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,8.5,1,8.5,0,Medicate - with a medical document,Daily,,,,,0.5,St. Albert,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,30,3.5,8.57,0,Use recreationally,A few times per month,,,,,3.5,Welland,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
30/01/2018,50,7,7.14,0,Use recreationally,A few times per week,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,50,7,7.14,0,Medicate - without a medical document,,,,,,,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
30/01/2018,245,35,7,0,Medicate - with a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,14,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,56,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
30/01/2018,89.88,14,6.42,0,Use recreationally,Daily,,,,,28,Kentville,Kings,Annapolis Valley,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
30/01/2018,100,14,7.14,0,Use recreationally,A few times per week,,,,,14,Langley,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,160,28,5.71,0,Use recreationally,,,,,,,Montreal Lake 106,Division No. 18,Northern / Nord,Saskatchewan,47 - NonCMA
30/01/2018,60,7,8.57,0,Use recreationally,A few times per month,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,120,28,4.29,0,Use recreationally,Daily,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,140,28,5,0,Use recreationally,Daily,,,,,14,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,150,28,5.36,0,Medicate - with a medical document,A few times per month,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,10,28,0.36,1,Medicate - with a medical document,Daily,,,,,0.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,30,3.5,8.57,0,Use recreationally,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,225,28,8.04,0,Use recreationally,Daily,,,,,28,La Ronge,Division No. 18,Northern / Nord,Saskatchewan,47 - NonCMA
30/01/2018,45,7,6.43,0,Use recreationally,Daily,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,130,14,9.29,0,Medicate - without a medical document,,,,,,,Terrace,Kitimat-Stikine,North Coast / Côte-nord,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,30,3.5,8.57,0,Medicate - with a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,35,3.5,10,0,Medicate - without a medical document,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,8,1,8,0,Medicate - without a medical document,Daily,,,,,28,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
30/01/2018,125,28,4.46,0,Use recreationally,Daily,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,14,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
30/01/2018,190,28,6.79,0,Medicate - without a medical document,,,,,,,Smithers,Bulkley-Nechako,Nechako,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,99,28,3.54,0,Use recreationally,Daily,,,,,28,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,35,3.5,10,0,Use recreationally,A few times per month,,,,,1,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
30/01/2018,30,3.5,8.57,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,56,Langley,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,30,3.5,8.57,0,Medicate - without a medical document,A few times per month,,,,,1,London,Middlesex,London,Ontario,London
30/01/2018,70,28,2.5,0,Medicate - with a medical document,Daily,,,,,112,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
30/01/2018,115,28,4.11,0,Medicate - without a medical document,Daily,,,,,7,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
30/01/2018,7.5,1,7.5,0,Medicate - with a medical document,Daily,,,,,0.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,5.5,1,5.5,0,Use recreationally,Daily,,,,,28,Mackenzie,Fraser-Fort George,Cariboo,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,30,7,4.29,0,Medicate - with a medical document,Daily,,,,,1,Kelowna,Central Okanagan,Thompson--Okanagan,British Columbia / Colombie-Britannique,Kelowna
30/01/2018,1.00E+37,1,1.00E+37,1,Use recreationally,Daily,,,,,28,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/01/2018,81.25,28,2.9,1,Medicate - with a medical document,Daily,,,,,90,Lethbridge County,Division No.  2,Lethbridge--Medicine Hat,Alberta,Lethbridge
30/01/2018,160,28,5.71,0,Use recreationally,Daily,,,,,28,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,320,112,2.86,0,Use recreationally,,,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,10,1,10,0,Use recreationally,A few times per month,,,,,3.5,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,11,1,11,0,Use recreationally,Daily,,,,,3.5,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,40,3.5,11.43,0,Use recreationally,Daily,,,,,28,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
30/01/2018,180,28,6.43,0,Use recreationally,Daily,,,,,28,Charlottetown,Queens,Prince Edward Island / Île-du-Prince-Édouard,Prince Edward Island / Île-du-Prince-Édouard,11 - NonCMA
30/01/2018,150,28,5.36,0,Medicate - with a medical document,Daily,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,60,7,8.57,0,Medicate - without a medical document,A few times per week,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,70,14,5,0,Use recreationally,Daily,,,,,14,Chilliwack,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,10,1,10,0,Medicate - with a medical document,Daily,,,,,14,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,15,3.5,4.29,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,45,7,6.43,0,Use recreationally,Daily,,,,,7,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,180,28,6.43,0,Use recreationally,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,200,28,7.14,0,Use recreationally,A few times per week,,,,,28,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
30/01/2018,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,28,Goderich,Huron,Stratford--Bruce Peninsula,Ontario,35 - NonCMA
30/01/2018,10,1,10,0,Use recreationally,,,,,,,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
30/01/2018,120,14,8.57,0,Medicate - without a medical document,,,,,,,Wasaga Beach,Simcoe,Kitchener--Waterloo--Barrie,Ontario,35 - NonCMA
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,1,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,7,1,7,0,Use recreationally,Daily,,,,,14,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,60,28,2.14,1,Use recreationally,,,,,,,New Westminster,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,80,28,2.86,0,Use recreationally,Daily,,,,,28,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
30/01/2018,60,7,8.57,0,Medicate - with a medical document,Daily,,,,,60,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,30,3.5,8.57,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,30,3.5,8.57,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,110,28,3.93,0,Use recreationally,A few times per week,,,,,7,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
30/01/2018,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,28,Beaumont,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,9.5,1,9.5,0,Medicate - with a medical document,Daily,,,,,14,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,40,7,5.71,0,Use recreationally,A few times per week,,,,,28,Morden,Division No.  3,South Central / Centre sud,Manitoba,46 - NonCMA
30/01/2018,240,28,8.57,0,Medicate - without a medical document,Daily,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,59,3.5,16.86,1,Use recreationally,,,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,59,7,8.43,0,Use recreationally,A few times per month,,,,,0.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,50,7,7.14,0,Use recreationally,Daily,,,,,,Whitehorse,Yukon,Yukon,Yukon,60 - NonCMA
31/01/2018,20,4,5,1,Medicate - with a medical document,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
31/01/2018,20,1,20,0,Use recreationally,,,,,,,Whitehorse,Yukon,Yukon,Yukon,60 - NonCMA
31/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,7,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,10,1,10,0,Medicate - without a medical document,,,,,,,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,150,28,5.36,0,Use recreationally,,,,,,,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,80,28,2.86,0,Use recreationally,A few times per month,,,,,28,Les Cèdres,Vaudreuil-Soulanges,Montérégie,Quebec / Québec,Montréal
30/01/2018,20,3.5,5.71,0,Use recreationally,Daily,,,,,3.5,Trois-Rivières,Francheville,Mauricie,Quebec / Québec,Trois-Rivières
30/01/2018,4.8,1,4.8,0,Medicate - with a medical document,Daily,,,,,28,Belleville,Hastings,Kingston--Pembroke,Ontario,Belleville
30/01/2018,20,1.5,13.33,0,Medicate - without a medical document,A few times per month,,,,,0.25,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,190,28,6.79,0,Use recreationally,Daily,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,175,28,6.25,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,130,28,4.64,0,Use recreationally,Daily,,,,,1,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
30/01/2018,145,28,5.18,0,Medicate - without a medical document,Daily,,,,,,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,160,28,5.71,0,Use recreationally,A few times per week,,,,,14,Nanaimo,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,50,7,7.14,0,Use recreationally,,,,,,,Markham,York,Toronto,Ontario,Toronto
30/01/2018,105,14,7.5,0,Use recreationally,,,,,,,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,40,7,5.71,0,Use recreationally,A few times per month,,,,,7,Drummondville,Drummond,Centre-du-Québec,Quebec / Québec,24 - NonCMA
30/01/2018,80,14,5.71,0,Use recreationally,Daily,,,,,28,London,Middlesex,London,Ontario,London
30/01/2018,40,7,5.71,0,Medicate - with a medical document,Daily,,,,,7,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
30/01/2018,7,1,7,0,Use recreationally,A few times a year,,,,,0.5,Kingston,Frontenac,Kingston--Pembroke,Ontario,Kingston
30/01/2018,86,14,6.14,0,Use recreationally,Daily,,,,,28,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
30/01/2018,36,3.5,10.29,0,Medicate - without a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,56,Terrace,Kitimat-Stikine,North Coast / Côte-nord,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,7,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,48,14,3.43,0,Use recreationally,A few times per week,,,,,28,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,14,Québec,Québec,Capitale-Nationale,Quebec / Québec,Québec
30/01/2018,12,1,12,0,Medicate - without a medical document,A few times per week,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,28,Kitchener,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
30/01/2018,50,8.5,5.88,0,Medicate - with a medical document,Daily,,,,,14,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
30/01/2018,20,3.5,5.71,0,Use recreationally,A few times per week,,,,,3.5,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,8,1,8,0,Use recreationally,A few times a year,,,,,0.5,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,9,1,9,0,Medicate - with a medical document,Daily,,,,,14,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
30/01/2018,8,1,8,0,Medicate - without a medical document,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,8,1,8,0,Medicate - with a medical document,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,28,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,7.29,1,7.29,0,Use recreationally,A few times per month,,,,,14,Whitehorse,Yukon,Yukon,Yukon,60 - NonCMA
30/01/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,7,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,50,7,7.14,0,Use recreationally,Daily,,,,,7,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,15,5,3,1,Use recreationally,A few times per week,,,,,3.5,Sherbrooke,Sherbrooke,Estrie,Quebec / Québec,Sherbrooke
30/01/2018,175,28,6.25,0,Medicate - without a medical document,A few times per week,,,,,14,Grande Prairie,Division No. 19,Athabasca--Grande Prairie--Peace River,Alberta,48 - NonCMA
30/01/2018,160,28,5.71,0,Use recreationally,Daily,,,,,30,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,35,3.5,10,0,Medicate - without a medical document,Daily,,,,,1,Kamloops,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,55,7,7.86,0,Medicate - with a medical document,Daily,,,,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,130,28,4.64,0,Medicate - with a medical document,Daily,,,,,56,London,Middlesex,London,Ontario,London
30/01/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,56,Peterborough,Peterborough,Muskoka--Kawarthas,Ontario,Peterborough
30/01/2018,18,3.5,5.14,0,Use recreationally,A few times per week,,,,,14,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,8,1,8,0,Use recreationally,Daily,,,,,7,Red Deer,Division No.  8,Red Deer,Alberta,48 - NonCMA
30/01/2018,220,28,7.86,0,Medicate - without a medical document,Daily,,,,,14,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,200,28,7.14,0,Medicate - with a medical document,Daily,,,,,150,Morinville,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,150,28,5.36,0,Medicate - without a medical document,Daily,,,,,28,Nanaimo,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,50,7,7.14,0,Use recreationally,A few times per month,,,,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,125,28,4.46,0,Use recreationally,Daily,,,,,28,Marystown,Division No.  2,South Coast--Burin Peninsula / Côte-sud--Burin Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
30/01/2018,80,14,5.71,0,Use recreationally,Daily,,,,,14,Abbotsford,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Abbotsford - Mission
30/01/2018,10,1,10,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,40,7,5.71,0,Use recreationally,A few times a year,,,,,1,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,26,2,13,0,Use recreationally,A few times per month,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,25,3.5,7.14,0,Use recreationally,Daily,,,,,1,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,28,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,80,10,8,0,Use recreationally,Daily,,,,,28,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
30/01/2018,5,1,5,0,Use recreationally,,,,,,,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
